Gene	KO_ID
TOBG-MED-775_1555	K07071
TOBG-MED-775_1556	NA
TOBG-MED-775_1557	NA
TOBG-MED-775_1558	NA
TOBG-MED-775_1559	NA
TOBG-MED-775_156	NA
TOBG-MED-775_1560	NA
TOBG-MED-775_1561	K00432
TOBG-MED-775_1562	K01495
TOBG-MED-775_1563	K18159
TOBG-MED-775_1564	K22491
TOBG-MED-775_1565	NA
TOBG-MED-775_1566	K09701
TOBG-MED-775_1567	K00574
TOBG-MED-775_1568	NA
TOBG-MED-775_1569	NA
TOBG-MED-775_157	NA
TOBG-MED-775_1570	NA
TOBG-MED-775_1571	NA
TOBG-MED-775_1572	K00674
TOBG-MED-775_1573	K06041
TOBG-MED-775_1574	K11163
TOBG-MED-775_1575	NA
TOBG-MED-775_1576	NA
TOBG-MED-775_1577	K19802
TOBG-MED-775_1578	K02517
TOBG-MED-775_1579	K03596
TOBG-MED-775_158	NA
TOBG-MED-775_1580	NA
TOBG-MED-775_1581	K03496
TOBG-MED-775_1582	NA
TOBG-MED-775_1583	K08974
TOBG-MED-775_1584	NA
TOBG-MED-775_1585	K02114
TOBG-MED-775_1586	NA
TOBG-MED-775_1587	NA
TOBG-MED-775_1588	K07168
TOBG-MED-775_1589	K11942
TOBG-MED-775_159	NA
TOBG-MED-775_1590	K07566
TOBG-MED-775_1591	NA
TOBG-MED-775_1592	K03581
TOBG-MED-775_1593	NA
TOBG-MED-775_1594	K02341
TOBG-MED-775_1595	K06213
TOBG-MED-775_1596	K01255
TOBG-MED-775_1597	NA
TOBG-MED-775_1598	K02406
TOBG-MED-775_1599	K02406
TOBG-MED-775_16	NA
TOBG-MED-775_160	NA
TOBG-MED-775_1600	K02012
TOBG-MED-775_1601	K02011
TOBG-MED-775_1602	K02010
TOBG-MED-775_1603	K02412
TOBG-MED-775_1604	K02411
TOBG-MED-775_1605	K02409
TOBG-MED-775_1606	NA
TOBG-MED-775_1607	K01915
TOBG-MED-775_1608	K22081
TOBG-MED-775_1609	K22082
TOBG-MED-775_161	K03070
TOBG-MED-775_1610	K22083
TOBG-MED-775_1611	NA
TOBG-MED-775_1612	NA
TOBG-MED-775_1613	NA
TOBG-MED-775_1614	K07109
TOBG-MED-775_1615	NA
TOBG-MED-775_1616	NA
TOBG-MED-775_1617	K18703
TOBG-MED-775_1618	K00303
TOBG-MED-775_1619	K02028
TOBG-MED-775_162	K01873
TOBG-MED-775_1620	NA
TOBG-MED-775_1621	K17509
TOBG-MED-775_1622	NA
TOBG-MED-775_1623	K02030
TOBG-MED-775_1624	NA
TOBG-MED-775_1625	NA
TOBG-MED-775_1626	NA
TOBG-MED-775_1627	K09141
TOBG-MED-775_1628	K00254
TOBG-MED-775_1629	K00528
TOBG-MED-775_163	NA
TOBG-MED-775_1630	K01749
TOBG-MED-775_1631	K02492
TOBG-MED-775_1632	K00995
TOBG-MED-775_1633	K01419
TOBG-MED-775_1634	K03667
TOBG-MED-775_1635	K21929
TOBG-MED-775_1636	K01892
TOBG-MED-775_1637	K03101
TOBG-MED-775_1638	NA
TOBG-MED-775_1639	NA
TOBG-MED-775_164	K07091
TOBG-MED-775_1640	K06076
TOBG-MED-775_1641	K00873
TOBG-MED-775_1642	NA
TOBG-MED-775_1643	K01652
TOBG-MED-775_1644	NA
TOBG-MED-775_1645	K03639
TOBG-MED-775_1646	NA
TOBG-MED-775_1647	K01937
TOBG-MED-775_1648	NA
TOBG-MED-775_1649	K13598
TOBG-MED-775_165	K03634
TOBG-MED-775_1650	K02197
TOBG-MED-775_1651	K02195
TOBG-MED-775_1652	K02434
TOBG-MED-775_1653	NA
TOBG-MED-775_1654	NA
TOBG-MED-775_1655	K07305
TOBG-MED-775_1656	NA
TOBG-MED-775_1657	NA
TOBG-MED-775_1658	K01772
TOBG-MED-775_166	NA
TOBG-MED-775_1660	K00620
TOBG-MED-775_1661	NA
TOBG-MED-775_1662	NA
TOBG-MED-775_1663	NA
TOBG-MED-775_1664	NA
TOBG-MED-775_1665	K03924
TOBG-MED-775_1666	NA
TOBG-MED-775_1667	NA
TOBG-MED-775_1668	NA
TOBG-MED-775_1669	K07114
TOBG-MED-775_167	K00989
TOBG-MED-775_1670	K07114
TOBG-MED-775_1671	NA
TOBG-MED-775_1672	K16053
TOBG-MED-775_1673	NA
TOBG-MED-775_1675	NA
TOBG-MED-775_1676	K02600
TOBG-MED-775_1677	K09748
TOBG-MED-775_1678	NA
TOBG-MED-775_1679	NA
TOBG-MED-775_168	K13292
TOBG-MED-775_1680	NA
TOBG-MED-775_1681	K06153
TOBG-MED-775_1682	K01875
TOBG-MED-775_1683	K07109
TOBG-MED-775_1684	K03469
TOBG-MED-775_1685	NA
TOBG-MED-775_1686	NA
TOBG-MED-775_1687	K06001
TOBG-MED-775_1688	NA
TOBG-MED-775_1689	NA
TOBG-MED-775_169	K02227
TOBG-MED-775_1690	NA
TOBG-MED-775_1691	NA
TOBG-MED-775_1692	K02416
TOBG-MED-775_1693	NA
TOBG-MED-775_1694	NA
TOBG-MED-775_1695	K15512
TOBG-MED-775_1696	K15513
TOBG-MED-775_1697	NA
TOBG-MED-775_1698	NA
TOBG-MED-775_1699	K06917
TOBG-MED-775_17	NA
TOBG-MED-775_170	K02231
TOBG-MED-775_1700	NA
TOBG-MED-775_1701	K00945
TOBG-MED-775_1702	NA
TOBG-MED-775_1703	K00820
TOBG-MED-775_1704	NA
TOBG-MED-775_1705	NA
TOBG-MED-775_1706	K02556
TOBG-MED-775_1707	NA
TOBG-MED-775_1708	K02406
TOBG-MED-775_1709	K02056
TOBG-MED-775_171	K01735
TOBG-MED-775_1710	K13481
TOBG-MED-775_1711	NA
TOBG-MED-775_1712	NA
TOBG-MED-775_1713	K03320
TOBG-MED-775_1714	NA
TOBG-MED-775_1715	K22083
TOBG-MED-775_1716	K22082
TOBG-MED-775_1717	K22081
TOBG-MED-775_1718	K01915
TOBG-MED-775_1719	K00605
TOBG-MED-775_172	K07735
TOBG-MED-775_1720	NA
TOBG-MED-775_1721	NA
TOBG-MED-775_1722	K14083
TOBG-MED-775_1723	NA
TOBG-MED-775_1724	K02454
TOBG-MED-775_1725	NA
TOBG-MED-775_1726	NA
TOBG-MED-775_1727	K01817
TOBG-MED-775_1728	K13503
TOBG-MED-775_1729	K07164
TOBG-MED-775_173	NA
TOBG-MED-775_1730	K08676
TOBG-MED-775_1731	NA
TOBG-MED-775_1732	NA
TOBG-MED-775_1733	K00761
TOBG-MED-775_1734	K03465
TOBG-MED-775_1735	K00338
TOBG-MED-775_1736	K00275
TOBG-MED-775_1737	NA
TOBG-MED-775_1738	NA
TOBG-MED-775_1739	NA
TOBG-MED-775_174	NA
TOBG-MED-775_1740	K00331
TOBG-MED-775_1742	K07107
TOBG-MED-775_1743	NA
TOBG-MED-775_1744	NA
TOBG-MED-775_1745	NA
TOBG-MED-775_1746	K03589
TOBG-MED-775_1747	K00075
TOBG-MED-775_1748	K09710
TOBG-MED-775_1749	K07139
TOBG-MED-775_175	K01724
TOBG-MED-775_1750	K15539
TOBG-MED-775_1751	NA
TOBG-MED-775_1752	K03671
TOBG-MED-775_1753	K06173
TOBG-MED-775_1754	K03702
TOBG-MED-775_1755	K01999
TOBG-MED-775_1756	K01104
TOBG-MED-775_1757	K15523
TOBG-MED-775_1758	K02052
TOBG-MED-775_1759	NA
TOBG-MED-775_176	NA
TOBG-MED-775_1760	K02054
TOBG-MED-775_1761	K02053
TOBG-MED-775_1762	K01751
TOBG-MED-775_1763	NA
TOBG-MED-775_1764	K01273
TOBG-MED-775_1765	NA
TOBG-MED-775_1766	NA
TOBG-MED-775_1767	NA
TOBG-MED-775_1768	K00364
TOBG-MED-775_177	K05834
TOBG-MED-775_1770	NA
TOBG-MED-775_1771	NA
TOBG-MED-775_1772	NA
TOBG-MED-775_1773	NA
TOBG-MED-775_1774	NA
TOBG-MED-775_1775	NA
TOBG-MED-775_1776	NA
TOBG-MED-775_1777	NA
TOBG-MED-775_1778	NA
TOBG-MED-775_1779	K00111
TOBG-MED-775_178	K00315
TOBG-MED-775_1780	NA
TOBG-MED-775_1781	NA
TOBG-MED-775_1782	K06929
TOBG-MED-775_1783	K01740
TOBG-MED-775_1784	K07301
TOBG-MED-775_1785	NA
TOBG-MED-775_1786	NA
TOBG-MED-775_1787	K01934
TOBG-MED-775_1788	NA
TOBG-MED-775_1789	K01251
TOBG-MED-775_179	K03522
TOBG-MED-775_18	K06902
TOBG-MED-775_180	K03521
TOBG-MED-775_181	NA
TOBG-MED-775_182	NA
TOBG-MED-775_183	NA
TOBG-MED-775_184	K00042
TOBG-MED-775_185	NA
TOBG-MED-775_186	K00991
TOBG-MED-775_187	K02453
TOBG-MED-775_188	K05896
TOBG-MED-775_189	NA
TOBG-MED-775_19	K02414
TOBG-MED-775_190	K07113
TOBG-MED-775_191	K01647
TOBG-MED-775_192	NA
TOBG-MED-775_193	NA
TOBG-MED-775_194	NA
TOBG-MED-775_195	NA
TOBG-MED-775_196	NA
TOBG-MED-775_197	K09892
TOBG-MED-775_198	K01662
TOBG-MED-775_199	NA
TOBG-MED-775_2	K00857
TOBG-MED-775_20	K02389
TOBG-MED-775_200	NA
TOBG-MED-775_201	K10563
TOBG-MED-775_202	NA
TOBG-MED-775_203	K03438
TOBG-MED-775_204	K07042
TOBG-MED-775_205	K00600
TOBG-MED-775_206	K03644
TOBG-MED-775_207	K00800
TOBG-MED-775_208	NA
TOBG-MED-775_209	K01704
TOBG-MED-775_21	K02390
TOBG-MED-775_210	K01703
TOBG-MED-775_211	K02410
TOBG-MED-775_213	K05772
TOBG-MED-775_214	NA
TOBG-MED-775_217	K07393
TOBG-MED-775_218	K07302
TOBG-MED-775_219	K07303
TOBG-MED-775_22	NA
TOBG-MED-775_220	K03406
TOBG-MED-775_221	NA
TOBG-MED-775_222	K03412
TOBG-MED-775_223	K03408
TOBG-MED-775_224	K03407
TOBG-MED-775_225	K01768
TOBG-MED-775_226	NA
TOBG-MED-775_227	K00575
TOBG-MED-775_228	K03406
TOBG-MED-775_229	K03406
TOBG-MED-775_23	NA
TOBG-MED-775_230	K01785
TOBG-MED-775_231	NA
TOBG-MED-775_232	NA
TOBG-MED-775_233	K07220
TOBG-MED-775_234	K03306
TOBG-MED-775_235	K08303
TOBG-MED-775_236	K00856
TOBG-MED-775_237	K03544
TOBG-MED-775_238	K01358
TOBG-MED-775_239	K03545
TOBG-MED-775_24	NA
TOBG-MED-775_240	NA
TOBG-MED-775_241	NA
TOBG-MED-775_242	K03118
TOBG-MED-775_243	NA
TOBG-MED-775_244	K02192
TOBG-MED-775_245	NA
TOBG-MED-775_246	NA
TOBG-MED-775_247	K07161
TOBG-MED-775_248	NA
TOBG-MED-775_249	K02012
TOBG-MED-775_25	NA
TOBG-MED-775_250	K10822
TOBG-MED-775_251	K02011
TOBG-MED-775_252	NA
TOBG-MED-775_253	K00285
TOBG-MED-775_254	NA
TOBG-MED-775_255	K02394
TOBG-MED-775_256	K02395
TOBG-MED-775_257	K02398
TOBG-MED-775_258	K02399
TOBG-MED-775_259	K02396
TOBG-MED-775_26	K01469
TOBG-MED-775_260	K02397
TOBG-MED-775_261	K03563
TOBG-MED-775_262	K13626
TOBG-MED-775_263	K03501
TOBG-MED-775_264	K01142
TOBG-MED-775_265	NA
TOBG-MED-775_266	K06024
TOBG-MED-775_267	K09457
TOBG-MED-775_268	K01760
TOBG-MED-775_269	NA
TOBG-MED-775_27	NA
TOBG-MED-775_270	K05807
TOBG-MED-775_271	NA
TOBG-MED-775_272	K02221
TOBG-MED-775_273	K02536
TOBG-MED-775_274	K03750
TOBG-MED-775_275	NA
TOBG-MED-775_276	NA
TOBG-MED-775_277	K00111
TOBG-MED-775_278	NA
TOBG-MED-775_279	NA
TOBG-MED-775_28	K18661
TOBG-MED-775_280	K01607
TOBG-MED-775_281	NA
TOBG-MED-775_282	NA
TOBG-MED-775_283	NA
TOBG-MED-775_284	NA
TOBG-MED-775_285	NA
TOBG-MED-775_286	NA
TOBG-MED-775_287	K09709
TOBG-MED-775_288	NA
TOBG-MED-775_289	NA
TOBG-MED-775_29	NA
TOBG-MED-775_290	K03723
TOBG-MED-775_291	NA
TOBG-MED-775_292	NA
TOBG-MED-775_293	K02335
TOBG-MED-775_294	NA
TOBG-MED-775_295	NA
TOBG-MED-775_296	NA
TOBG-MED-775_297	K02945
TOBG-MED-775_298	NA
TOBG-MED-775_299	NA
TOBG-MED-775_3	K00133
TOBG-MED-775_30	NA
TOBG-MED-775_300	K01620
TOBG-MED-775_301	K03519
TOBG-MED-775_302	K03520
TOBG-MED-775_303	K03518
TOBG-MED-775_304	K00666
TOBG-MED-775_305	NA
TOBG-MED-775_306	K02000
TOBG-MED-775_307	K02001
TOBG-MED-775_308	K02002
TOBG-MED-775_31	NA
TOBG-MED-775_310	NA
TOBG-MED-775_311	K06907
TOBG-MED-775_312	K06908
TOBG-MED-775_313	NA
TOBG-MED-775_314	NA
TOBG-MED-775_315	NA
TOBG-MED-775_316	K06906
TOBG-MED-775_317	NA
TOBG-MED-775_318	K06905
TOBG-MED-775_319	NA
TOBG-MED-775_32	NA
TOBG-MED-775_320	NA
TOBG-MED-775_321	K01185
TOBG-MED-775_322	NA
TOBG-MED-775_323	NA
TOBG-MED-775_324	NA
TOBG-MED-775_325	NA
TOBG-MED-775_326	NA
TOBG-MED-775_327	NA
TOBG-MED-775_328	NA
TOBG-MED-775_329	NA
TOBG-MED-775_33	NA
TOBG-MED-775_330	NA
TOBG-MED-775_331	NA
TOBG-MED-775_332	NA
TOBG-MED-775_334	NA
TOBG-MED-775_335	NA
TOBG-MED-775_336	NA
TOBG-MED-775_338	NA
TOBG-MED-775_34	K01695
TOBG-MED-775_340	NA
TOBG-MED-775_341	NA
TOBG-MED-775_342	NA
TOBG-MED-775_343	NA
TOBG-MED-775_345	NA
TOBG-MED-775_346	NA
TOBG-MED-775_347	NA
TOBG-MED-775_348	NA
TOBG-MED-775_349	NA
TOBG-MED-775_35	NA
TOBG-MED-775_350	NA
TOBG-MED-775_351	K03111
TOBG-MED-775_352	NA
TOBG-MED-775_353	NA
TOBG-MED-775_354	NA
TOBG-MED-775_355	K10906
TOBG-MED-775_356	NA
TOBG-MED-775_357	NA
TOBG-MED-775_358	NA
TOBG-MED-775_359	NA
TOBG-MED-775_36	NA
TOBG-MED-775_360	NA
TOBG-MED-775_361	NA
TOBG-MED-775_362	NA
TOBG-MED-775_363	NA
TOBG-MED-775_364	NA
TOBG-MED-775_365	NA
TOBG-MED-775_367	NA
TOBG-MED-775_368	NA
TOBG-MED-775_369	NA
TOBG-MED-775_37	NA
TOBG-MED-775_370	NA
TOBG-MED-775_371	NA
TOBG-MED-775_372	K21512
TOBG-MED-775_373	NA
TOBG-MED-775_374	NA
TOBG-MED-775_375	NA
TOBG-MED-775_376	NA
TOBG-MED-775_377	NA
TOBG-MED-775_378	NA
TOBG-MED-775_379	NA
TOBG-MED-775_38	NA
TOBG-MED-775_380	NA
TOBG-MED-775_381	NA
TOBG-MED-775_382	K06903
TOBG-MED-775_383	NA
TOBG-MED-775_384	NA
TOBG-MED-775_385	NA
TOBG-MED-775_386	NA
TOBG-MED-775_387	NA
TOBG-MED-775_388	NA
TOBG-MED-775_389	NA
TOBG-MED-775_39	K03833
TOBG-MED-775_390	NA
TOBG-MED-775_391	NA
TOBG-MED-775_392	K07107
TOBG-MED-775_393	K00949
TOBG-MED-775_394	K10773
TOBG-MED-775_395	K03638
TOBG-MED-775_396	NA
TOBG-MED-775_397	K03789
TOBG-MED-775_398	K02967
TOBG-MED-775_399	NA
TOBG-MED-775_4	NA
TOBG-MED-775_40	NA
TOBG-MED-775_400	NA
TOBG-MED-775_401	NA
TOBG-MED-775_402	NA
TOBG-MED-775_403	NA
TOBG-MED-775_404	K02417
TOBG-MED-775_405	K01142
TOBG-MED-775_406	NA
TOBG-MED-775_407	NA
TOBG-MED-775_408	NA
TOBG-MED-775_409	K02338
TOBG-MED-775_41	NA
TOBG-MED-775_410	K03629
TOBG-MED-775_411	K02470
TOBG-MED-775_412	K03977
TOBG-MED-775_413	K00990
TOBG-MED-775_414	K03551
TOBG-MED-775_415	K17103
TOBG-MED-775_416	K00609
TOBG-MED-775_417	K02935
TOBG-MED-775_418	K02864
TOBG-MED-775_419	K02863
TOBG-MED-775_42	K17623
TOBG-MED-775_420	K02867
TOBG-MED-775_421	K02601
TOBG-MED-775_422	K03073
TOBG-MED-775_423	NA
TOBG-MED-775_424	K00208
TOBG-MED-775_425	K01613
TOBG-MED-775_426	K03798
TOBG-MED-775_427	K03327
TOBG-MED-775_428	K02409
TOBG-MED-775_429	K02411
TOBG-MED-775_43	NA
TOBG-MED-775_430	NA
TOBG-MED-775_431	NA
TOBG-MED-775_432	NA
TOBG-MED-775_433	NA
TOBG-MED-775_434	K03587
TOBG-MED-775_435	NA
TOBG-MED-775_436	K03793
TOBG-MED-775_437	NA
TOBG-MED-775_438	K00831
TOBG-MED-775_439	NA
TOBG-MED-775_44	NA
TOBG-MED-775_440	K01681
TOBG-MED-775_441	NA
TOBG-MED-775_442	NA
TOBG-MED-775_443	NA
TOBG-MED-775_444	NA
TOBG-MED-775_445	K01687
TOBG-MED-775_446	NA
TOBG-MED-775_447	NA
TOBG-MED-775_448	K03581
TOBG-MED-775_449	K05540
TOBG-MED-775_45	NA
TOBG-MED-775_451	NA
TOBG-MED-775_452	NA
TOBG-MED-775_453	K01787
TOBG-MED-775_454	NA
TOBG-MED-775_455	K02564
TOBG-MED-775_456	K02035
TOBG-MED-775_457	K02033
TOBG-MED-775_458	NA
TOBG-MED-775_459	K02034
TOBG-MED-775_46	NA
TOBG-MED-775_460	K02031
TOBG-MED-775_461	K02032
TOBG-MED-775_462	K01443
TOBG-MED-775_463	K08323
TOBG-MED-775_464	K01625
TOBG-MED-775_465	NA
TOBG-MED-775_466	NA
TOBG-MED-775_467	K06048
TOBG-MED-775_468	NA
TOBG-MED-775_469	K12256
TOBG-MED-775_47	NA
TOBG-MED-775_470	K17758
TOBG-MED-775_471	NA
TOBG-MED-775_472	K02500
TOBG-MED-775_473	K01814
TOBG-MED-775_474	NA
TOBG-MED-775_475	NA
TOBG-MED-775_476	NA
TOBG-MED-775_477	NA
TOBG-MED-775_478	K00790
TOBG-MED-775_479	K03665
TOBG-MED-775_48	NA
TOBG-MED-775_480	NA
TOBG-MED-775_481	K03797
TOBG-MED-775_482	K09767
TOBG-MED-775_483	K02836
TOBG-MED-775_484	NA
TOBG-MED-775_485	K00569
TOBG-MED-775_486	K00979
TOBG-MED-775_487	NA
TOBG-MED-775_488	NA
TOBG-MED-775_489	NA
TOBG-MED-775_490	NA
TOBG-MED-775_491	NA
TOBG-MED-775_492	NA
TOBG-MED-775_493	NA
TOBG-MED-775_494	NA
TOBG-MED-775_495	NA
TOBG-MED-775_496	K07220
TOBG-MED-775_497	NA
TOBG-MED-775_498	NA
TOBG-MED-775_499	NA
TOBG-MED-775_5	NA
TOBG-MED-775_50	K02519
TOBG-MED-775_500	K01733
TOBG-MED-775_501	K02517
TOBG-MED-775_502	NA
TOBG-MED-775_503	NA
TOBG-MED-775_504	NA
TOBG-MED-775_505	NA
TOBG-MED-775_506	K02895
TOBG-MED-775_507	K03588
TOBG-MED-775_508	K02551
TOBG-MED-775_509	K02552
TOBG-MED-775_51	K02834
TOBG-MED-775_510	K03183
TOBG-MED-775_511	NA
TOBG-MED-775_512	K03439
TOBG-MED-775_513	K03565
TOBG-MED-775_514	NA
TOBG-MED-775_515	NA
TOBG-MED-775_516	NA
TOBG-MED-775_517	NA
TOBG-MED-775_518	K03978
TOBG-MED-775_519	K00940
TOBG-MED-775_52	K03177
TOBG-MED-775_520	K02501
TOBG-MED-775_521	K01693
TOBG-MED-775_522	NA
TOBG-MED-775_523	NA
TOBG-MED-775_524	K00147
TOBG-MED-775_525	K07277
TOBG-MED-775_526	K02003
TOBG-MED-775_527	K01897
TOBG-MED-775_528	K01465
TOBG-MED-775_529	K01698
TOBG-MED-775_53	K02956
TOBG-MED-775_530	NA
TOBG-MED-775_531	NA
TOBG-MED-775_532	NA
TOBG-MED-775_533	K17756
TOBG-MED-775_534	NA
TOBG-MED-775_535	NA
TOBG-MED-775_536	K01779
TOBG-MED-775_537	K01996
TOBG-MED-775_538	NA
TOBG-MED-775_539	K01998
TOBG-MED-775_54	K00962
TOBG-MED-775_540	K01997
TOBG-MED-775_541	K01995
TOBG-MED-775_542	K01897
TOBG-MED-775_543	K02044
TOBG-MED-775_544	NA
TOBG-MED-775_545	NA
TOBG-MED-775_546	NA
TOBG-MED-775_547	NA
TOBG-MED-775_548	NA
TOBG-MED-775_549	K01890
TOBG-MED-775_55	NA
TOBG-MED-775_550	NA
TOBG-MED-775_551	NA
TOBG-MED-775_552	NA
TOBG-MED-775_553	NA
TOBG-MED-775_554	NA
TOBG-MED-775_555	NA
TOBG-MED-775_556	NA
TOBG-MED-775_557	NA
TOBG-MED-775_558	NA
TOBG-MED-775_559	K02523
TOBG-MED-775_56	NA
TOBG-MED-775_560	NA
TOBG-MED-775_561	NA
TOBG-MED-775_562	NA
TOBG-MED-775_563	K12972
TOBG-MED-775_564	NA
TOBG-MED-775_565	NA
TOBG-MED-775_566	NA
TOBG-MED-775_567	NA
TOBG-MED-775_568	NA
TOBG-MED-775_569	K03637
TOBG-MED-775_57	K04066
TOBG-MED-775_570	K21420
TOBG-MED-775_571	K03531
TOBG-MED-775_572	NA
TOBG-MED-775_573	K01069
TOBG-MED-775_574	K03168
TOBG-MED-775_575	K01358
TOBG-MED-775_576	K03631
TOBG-MED-775_577	NA
TOBG-MED-775_578	K00982
TOBG-MED-775_579	K01915
TOBG-MED-775_58	NA
TOBG-MED-775_580	NA
TOBG-MED-775_581	NA
TOBG-MED-775_582	K02392
TOBG-MED-775_583	K02386
TOBG-MED-775_584	K02393
TOBG-MED-775_585	NA
TOBG-MED-775_586	NA
TOBG-MED-775_587	K04075
TOBG-MED-775_588	NA
TOBG-MED-775_589	NA
TOBG-MED-775_59	K03800
TOBG-MED-775_590	NA
TOBG-MED-775_591	NA
TOBG-MED-775_592	K03574
TOBG-MED-775_593	NA
TOBG-MED-775_594	K03704
TOBG-MED-775_595	NA
TOBG-MED-775_596	NA
TOBG-MED-775_597	K01432
TOBG-MED-775_598	NA
TOBG-MED-775_599	K06925
TOBG-MED-775_6	NA
TOBG-MED-775_60	K09747
TOBG-MED-775_600	NA
TOBG-MED-775_601	K02316
TOBG-MED-775_602	K03086
TOBG-MED-775_603	NA
TOBG-MED-775_604	K03979
TOBG-MED-775_605	K06195
TOBG-MED-775_606	NA
TOBG-MED-775_607	NA
TOBG-MED-775_608	K00677
TOBG-MED-775_609	NA
TOBG-MED-775_61	K02343
TOBG-MED-775_610	K01889
TOBG-MED-775_611	K10822
TOBG-MED-775_612	K10822
TOBG-MED-775_613	NA
TOBG-MED-775_614	K01997
TOBG-MED-775_615	K01999
TOBG-MED-775_616	NA
TOBG-MED-775_617	NA
TOBG-MED-775_618	NA
TOBG-MED-775_619	K04079
TOBG-MED-775_62	NA
TOBG-MED-775_620	NA
TOBG-MED-775_621	K01512
TOBG-MED-775_622	NA
TOBG-MED-775_623	K07003
TOBG-MED-775_624	NA
TOBG-MED-775_625	NA
TOBG-MED-775_626	NA
TOBG-MED-775_627	NA
TOBG-MED-775_628	K01491
TOBG-MED-775_629	K07335
TOBG-MED-775_63	K03281
TOBG-MED-775_630	K01239
TOBG-MED-775_631	K02056
TOBG-MED-775_632	K02057
TOBG-MED-775_633	K02057
TOBG-MED-775_634	K00648
TOBG-MED-775_635	K01409
TOBG-MED-775_636	NA
TOBG-MED-775_637	NA
TOBG-MED-775_638	K14652
TOBG-MED-775_639	K07028
TOBG-MED-775_64	NA
TOBG-MED-775_640	K01870
TOBG-MED-775_641	K07517
TOBG-MED-775_642	K07088
TOBG-MED-775_643	K07003
TOBG-MED-775_644	K07323
TOBG-MED-775_645	K04754
TOBG-MED-775_646	K16844
TOBG-MED-775_647	NA
TOBG-MED-775_648	K07478
TOBG-MED-775_649	K01972
TOBG-MED-775_65	K02416
TOBG-MED-775_650	K00963
TOBG-MED-775_651	K15634
TOBG-MED-775_652	NA
TOBG-MED-775_653	K08309
TOBG-MED-775_654	NA
TOBG-MED-775_655	K01775
TOBG-MED-775_656	NA
TOBG-MED-775_657	NA
TOBG-MED-775_658	K02897
TOBG-MED-775_659	K01056
TOBG-MED-775_660	K06942
TOBG-MED-775_661	K02990
TOBG-MED-775_662	NA
TOBG-MED-775_663	K07019
TOBG-MED-775_664	K00605
TOBG-MED-775_665	K00140
TOBG-MED-775_666	K00343
TOBG-MED-775_667	NA
TOBG-MED-775_668	NA
TOBG-MED-775_669	NA
TOBG-MED-775_670	NA
TOBG-MED-775_671	NA
TOBG-MED-775_672	NA
TOBG-MED-775_673	NA
TOBG-MED-775_674	NA
TOBG-MED-775_675	NA
TOBG-MED-775_676	NA
TOBG-MED-775_677	NA
TOBG-MED-775_678	NA
TOBG-MED-775_679	NA
TOBG-MED-775_68	NA
TOBG-MED-775_680	NA
TOBG-MED-775_681	NA
TOBG-MED-775_682	NA
TOBG-MED-775_683	NA
TOBG-MED-775_684	NA
TOBG-MED-775_685	NA
TOBG-MED-775_686	NA
TOBG-MED-775_687	NA
TOBG-MED-775_688	NA
TOBG-MED-775_689	NA
TOBG-MED-775_69	NA
TOBG-MED-775_690	NA
TOBG-MED-775_691	NA
TOBG-MED-775_692	NA
TOBG-MED-775_693	NA
TOBG-MED-775_694	NA
TOBG-MED-775_696	NA
TOBG-MED-775_697	NA
TOBG-MED-775_698	NA
TOBG-MED-775_699	NA
TOBG-MED-775_7	K03495
TOBG-MED-775_70	K02557
TOBG-MED-775_700	NA
TOBG-MED-775_701	NA
TOBG-MED-775_703	NA
TOBG-MED-775_704	NA
TOBG-MED-775_705	K02010
TOBG-MED-775_706	K02012
TOBG-MED-775_707	NA
TOBG-MED-775_708	NA
TOBG-MED-775_709	NA
TOBG-MED-775_71	K02556
TOBG-MED-775_710	K00281
TOBG-MED-775_711	NA
TOBG-MED-775_712	NA
TOBG-MED-775_713	NA
TOBG-MED-775_714	K00632
TOBG-MED-775_715	K00784
TOBG-MED-775_716	NA
TOBG-MED-775_717	K01740
TOBG-MED-775_718	K01256
TOBG-MED-775_719	K17231
TOBG-MED-775_72	K03424
TOBG-MED-775_720	NA
TOBG-MED-775_721	NA
TOBG-MED-775_722	NA
TOBG-MED-775_723	NA
TOBG-MED-775_724	NA
TOBG-MED-775_725	NA
TOBG-MED-775_726	NA
TOBG-MED-775_727	K10822
TOBG-MED-775_728	NA
TOBG-MED-775_729	K00317
TOBG-MED-775_73	K03685
TOBG-MED-775_730	NA
TOBG-MED-775_731	K14083
TOBG-MED-775_732	K01915
TOBG-MED-775_733	K15635
TOBG-MED-775_734	NA
TOBG-MED-775_735	K00773
TOBG-MED-775_736	NA
TOBG-MED-775_737	NA
TOBG-MED-775_738	K00927
TOBG-MED-775_739	K00666
TOBG-MED-775_74	K06178
TOBG-MED-775_740	K00549
TOBG-MED-775_741	K01627
TOBG-MED-775_742	K00759
TOBG-MED-775_743	K12960
TOBG-MED-775_744	K01251
TOBG-MED-775_745	NA
TOBG-MED-775_746	K09928
TOBG-MED-775_747	K01759
TOBG-MED-775_748	NA
TOBG-MED-775_75	K09749
TOBG-MED-775_750	NA
TOBG-MED-775_751	NA
TOBG-MED-775_752	K00566
TOBG-MED-775_753	K00891
TOBG-MED-775_754	K03602
TOBG-MED-775_755	NA
TOBG-MED-775_756	NA
TOBG-MED-775_757	K01042
TOBG-MED-775_758	NA
TOBG-MED-775_759	K08484
TOBG-MED-775_76	NA
TOBG-MED-775_760	K02340
TOBG-MED-775_761	NA
