CDS	DNA	RNA
TOBG-MED-800_607	2	0
TOBG-MED-800_608	9	0
TOBG-MED-800_609	12	0
TOBG-MED-800_61	11	0
TOBG-MED-800_610	5	0
TOBG-MED-800_611	12	0
TOBG-MED-800_612	7	0
TOBG-MED-800_613	3	0
TOBG-MED-800_614	3	2
TOBG-MED-800_615	8	22
TOBG-MED-800_616	5	0
TOBG-MED-800_617	4	0
TOBG-MED-800_618	5	0
TOBG-MED-800_619	2.997	0
TOBG-MED-800_62	1	0
TOBG-MED-800_620	9	0
TOBG-MED-800_621	3	0
TOBG-MED-800_622	4.641	0
TOBG-MED-800_624	2.605	0
TOBG-MED-800_625	4.863	0
TOBG-MED-800_626	6.289	0
TOBG-MED-800_628	4.518	0
TOBG-MED-800_629	5	0
TOBG-MED-800_63	14	16
TOBG-MED-800_630	13	0
TOBG-MED-800_632	3	0
TOBG-MED-800_633	3	0
TOBG-MED-800_634	6	0
TOBG-MED-800_635	7	0
TOBG-MED-800_637	6	0
TOBG-MED-800_638	4	0
TOBG-MED-800_639	9	0
TOBG-MED-800_64	10	0
TOBG-MED-800_640	9	0
TOBG-MED-800_641	17	27
TOBG-MED-800_642	24	0
TOBG-MED-800_643	10	10
TOBG-MED-800_644	14	0
TOBG-MED-800_645	8	0
TOBG-MED-800_646	22.195	6.206
TOBG-MED-800_647	2.495	0
TOBG-MED-800_648	5.003	0
TOBG-MED-800_649	6.283	0
TOBG-MED-800_65	4	0
TOBG-MED-800_650	5.919	0
TOBG-MED-800_652	4.218	0
TOBG-MED-800_653	7	2
TOBG-MED-800_654	4	30
TOBG-MED-800_655	1	0
TOBG-MED-800_656	7	0
TOBG-MED-800_657	4	0
TOBG-MED-800_658	3	0
TOBG-MED-800_659	15	5
TOBG-MED-800_66	5	0
TOBG-MED-800_660	17	0
TOBG-MED-800_661	16	195
TOBG-MED-800_662	18	6
TOBG-MED-800_663	3	8
TOBG-MED-800_664	1	0
TOBG-MED-800_665	3	0
TOBG-MED-800_666	8	0
TOBG-MED-800_667	5	0
TOBG-MED-800_668	13	83
TOBG-MED-800_669	7	0
TOBG-MED-800_67	34	12
TOBG-MED-800_670	23	1
TOBG-MED-800_671	11	12
TOBG-MED-800_672	6	9
TOBG-MED-800_673	9	13
TOBG-MED-800_674	5.165	2
TOBG-MED-800_675	2	0
TOBG-MED-800_677	2.115	0
TOBG-MED-800_678	2.506	0
TOBG-MED-800_679	2	0
TOBG-MED-800_68	6	0
TOBG-MED-800_682	10	24
TOBG-MED-800_683	3	212
TOBG-MED-800_684	5	0
TOBG-MED-800_685	12	0
TOBG-MED-800_686	12	0
TOBG-MED-800_687	2	0
TOBG-MED-800_688	10	0
TOBG-MED-800_689	2	0
TOBG-MED-800_69	17	6
TOBG-MED-800_690	9	22
TOBG-MED-800_691	5	0
TOBG-MED-800_692	3	9
TOBG-MED-800_693	8	0
TOBG-MED-800_694	12	5
TOBG-MED-800_695	5	0
TOBG-MED-800_696	2	0
TOBG-MED-800_697	3	0
TOBG-MED-800_698	3	0
TOBG-MED-800_699	1	0
TOBG-MED-800_7	9	0
TOBG-MED-800_70	6	2
TOBG-MED-800_700	1	6
TOBG-MED-800_701	6	0
TOBG-MED-800_702	6	1
TOBG-MED-800_703	2	0
TOBG-MED-800_704	1	11
TOBG-MED-800_706	1	0
TOBG-MED-800_707	2	0
TOBG-MED-800_708	6	3
TOBG-MED-800_709	3	7
TOBG-MED-800_71	5	0
TOBG-MED-800_710	2	0
TOBG-MED-800_711	7	12
TOBG-MED-800_712	4	0
TOBG-MED-800_713	6	5
TOBG-MED-800_714	9	0
TOBG-MED-800_715	2	1
TOBG-MED-800_716	4.224	0
TOBG-MED-800_717	2.001	0
TOBG-MED-800_718	22	9
TOBG-MED-800_719	2	6
TOBG-MED-800_72	6	0
TOBG-MED-800_720	13	0
TOBG-MED-800_721	5	0
TOBG-MED-800_722	5	0
TOBG-MED-800_723	15	5
TOBG-MED-800_724	8	0
TOBG-MED-800_725	15	14
TOBG-MED-800_726	16	11
TOBG-MED-800_727	10	3
TOBG-MED-800_728	3	3
TOBG-MED-800_729	5	0
TOBG-MED-800_73	11	0
TOBG-MED-800_730	16	9
TOBG-MED-800_731	9	0
TOBG-MED-800_734	1	37
TOBG-MED-800_735	1	0
TOBG-MED-800_736	2	7
TOBG-MED-800_737	2	0
TOBG-MED-800_738	1	0
TOBG-MED-800_74	14	0
TOBG-MED-800_740	7	5
TOBG-MED-800_741	6	0
TOBG-MED-800_742	3	0
TOBG-MED-800_743	4	0
TOBG-MED-800_744	2	0
TOBG-MED-800_745	6	0
TOBG-MED-800_746	1	0
TOBG-MED-800_747	6	0
TOBG-MED-800_748	6	0
TOBG-MED-800_749	11	1
TOBG-MED-800_75	10	0
TOBG-MED-800_750	3	15
TOBG-MED-800_751	4	0
TOBG-MED-800_752	6	0
TOBG-MED-800_754	6	0
TOBG-MED-800_755	1	0
TOBG-MED-800_756	9	0
TOBG-MED-800_757	3	0
TOBG-MED-800_758	1	0
TOBG-MED-800_76	11	0
TOBG-MED-800_760	5	0
TOBG-MED-800_761	1.431	0
TOBG-MED-800_762	2	0
TOBG-MED-800_763	1	0
TOBG-MED-800_764	1	6
TOBG-MED-800_765	7	0
TOBG-MED-800_768	5	5
TOBG-MED-800_769	3	0
TOBG-MED-800_77	23	19
TOBG-MED-800_770	3	0
TOBG-MED-800_771	1	0
TOBG-MED-800_772	2	0
TOBG-MED-800_773	5	0
TOBG-MED-800_774	32	1
TOBG-MED-800_775	4	0
TOBG-MED-800_776	20	2
TOBG-MED-800_777	6	10
TOBG-MED-800_78	12	3
TOBG-MED-800_780	3	0
TOBG-MED-800_781	6	0
TOBG-MED-800_782	2	0
TOBG-MED-800_783	5	11
TOBG-MED-800_784	5	2
TOBG-MED-800_785	8	0
TOBG-MED-800_786	4	0
TOBG-MED-800_787	4	0
TOBG-MED-800_788	2	0
TOBG-MED-800_789	15	0
TOBG-MED-800_79	5	0
TOBG-MED-800_790	6	0
TOBG-MED-800_791	6.469	0
TOBG-MED-800_792	6.861	0
TOBG-MED-800_794	9	0
TOBG-MED-800_795	14	2
TOBG-MED-800_796	11	0
TOBG-MED-800_797	12	0
TOBG-MED-800_798	52.656	2
TOBG-MED-800_799	7.413	0
TOBG-MED-800_8	7	12
TOBG-MED-800_80	9	0
TOBG-MED-800_800	1	0
TOBG-MED-800_803	1	0
TOBG-MED-800_804	1	0
TOBG-MED-800_805	2.569	8
TOBG-MED-800_806	5	0
TOBG-MED-800_807	6	0
TOBG-MED-800_808	3	0
TOBG-MED-800_809	9	9
TOBG-MED-800_81	3	6
TOBG-MED-800_810	12	9
TOBG-MED-800_811	4	4
TOBG-MED-800_813	1	0
TOBG-MED-800_814	3	0
TOBG-MED-800_815	1	0
TOBG-MED-800_816	5	0
TOBG-MED-800_817	1	0
TOBG-MED-800_818	4	0
TOBG-MED-800_819	4	0
TOBG-MED-800_82	5	71
TOBG-MED-800_820	2	0
TOBG-MED-800_821	3	0
TOBG-MED-800_822	2	0
TOBG-MED-800_823	8.105	0
TOBG-MED-800_824	5	0
TOBG-MED-800_825	8	0
TOBG-MED-800_826	8	10
TOBG-MED-800_827	8	0
TOBG-MED-800_828	25	23
TOBG-MED-800_829	9	0
TOBG-MED-800_830	13	13
TOBG-MED-800_831	2	0
TOBG-MED-800_832	13	0
TOBG-MED-800_833	4	0
TOBG-MED-800_834	10	0
TOBG-MED-800_835	6	4
TOBG-MED-800_836	1	0
TOBG-MED-800_837	4	0
TOBG-MED-800_838	6	0
TOBG-MED-800_839	3	0
TOBG-MED-800_84	2	0
TOBG-MED-800_840	9	1
TOBG-MED-800_841	13	6
TOBG-MED-800_842	20	4
TOBG-MED-800_843	7	0
TOBG-MED-800_844	10	18
TOBG-MED-800_847	1.001	0
TOBG-MED-800_848	3	0
TOBG-MED-800_849	1	0
TOBG-MED-800_85	4	100
TOBG-MED-800_850	9	0
TOBG-MED-800_851	2	0
TOBG-MED-800_852	2	0
TOBG-MED-800_853	8	0
TOBG-MED-800_854	5	0
TOBG-MED-800_855	4	0
TOBG-MED-800_856	5	0
TOBG-MED-800_857	9	0
TOBG-MED-800_858	1	0
TOBG-MED-800_859	15	0
TOBG-MED-800_86	18	18
TOBG-MED-800_860	2	0
TOBG-MED-800_861	6	16
TOBG-MED-800_862	2	0
TOBG-MED-800_863	2	0
TOBG-MED-800_865	1.155	2
TOBG-MED-800_866	3	0
TOBG-MED-800_867	6	0
TOBG-MED-800_868	5	0
TOBG-MED-800_869	10	4
TOBG-MED-800_87	11	0
TOBG-MED-800_870	2	0
TOBG-MED-800_871	4	0
TOBG-MED-800_872	1	5
TOBG-MED-800_873	4	0
TOBG-MED-800_874	2	0
TOBG-MED-800_875	2	0
TOBG-MED-800_876	17	0
TOBG-MED-800_877	4	0
TOBG-MED-800_878	6	0
TOBG-MED-800_879	2	0
TOBG-MED-800_88	16	0
TOBG-MED-800_880	10	0
TOBG-MED-800_881	1	0
TOBG-MED-800_882	0.991	0
TOBG-MED-800_884	9	0
TOBG-MED-800_885	1	0
TOBG-MED-800_886	1	0
TOBG-MED-800_887	13	0
TOBG-MED-800_888	9	2
TOBG-MED-800_889	11	0
TOBG-MED-800_89	4	0
TOBG-MED-800_892	11	20
TOBG-MED-800_893	5	0
TOBG-MED-800_894	8	0
TOBG-MED-800_895	9	0
TOBG-MED-800_896	4	0
TOBG-MED-800_897	14	32
TOBG-MED-800_898	3	4
TOBG-MED-800_899	5	0
TOBG-MED-800_9	6	0
TOBG-MED-800_90	6	0
TOBG-MED-800_900	5	0
TOBG-MED-800_901	13	5
TOBG-MED-800_902	2	0
TOBG-MED-800_903	13	10
TOBG-MED-800_904	4	0
TOBG-MED-800_905	9	2
TOBG-MED-800_906	11	0
TOBG-MED-800_907	19	9
TOBG-MED-800_908	5	6
TOBG-MED-800_909	9	6
TOBG-MED-800_91	16	0
TOBG-MED-800_910	7	0
TOBG-MED-800_911	7	0
TOBG-MED-800_912	9	0
TOBG-MED-800_913	8	0
TOBG-MED-800_914	5	59
TOBG-MED-800_915	14	6
TOBG-MED-800_916	4	0
TOBG-MED-800_917	2	0
TOBG-MED-800_918	12	0
TOBG-MED-800_919	13	5
TOBG-MED-800_92	17	0
TOBG-MED-800_920	1	0
TOBG-MED-800_921	11	3
TOBG-MED-800_922	4	0
TOBG-MED-800_923	2	0
TOBG-MED-800_924	1	0
TOBG-MED-800_925	1	0
TOBG-MED-800_926	2	0
TOBG-MED-800_927	6	0
TOBG-MED-800_929	2.736	0
TOBG-MED-800_93	7	6
TOBG-MED-800_930	3	0
TOBG-MED-800_931	2	0
TOBG-MED-800_932	8	0
TOBG-MED-800_933	5	0
TOBG-MED-800_934	1	0
TOBG-MED-800_935	13	0
TOBG-MED-800_936	3	0
TOBG-MED-800_937	9	6
TOBG-MED-800_938	7	0
TOBG-MED-800_939	8	42
TOBG-MED-800_94	2	0
TOBG-MED-800_941	4	0
TOBG-MED-800_942	3	0
TOBG-MED-800_943	2	0
TOBG-MED-800_944	8.004	2
TOBG-MED-800_945	11.999	0
TOBG-MED-800_946	2	0
TOBG-MED-800_947	2	0
TOBG-MED-800_948	7	0
TOBG-MED-800_949	13	0
TOBG-MED-800_95	12	12
TOBG-MED-800_950	3	0
TOBG-MED-800_951	5	0
TOBG-MED-800_952	2	0
TOBG-MED-800_953	13	0
TOBG-MED-800_954	7	0
TOBG-MED-800_955	10	1
TOBG-MED-800_956	3	0
TOBG-MED-800_957	11	11
TOBG-MED-800_958	6	0
TOBG-MED-800_959	5	0
TOBG-MED-800_96	5	0
TOBG-MED-800_961	7	0
TOBG-MED-800_962	2	11
TOBG-MED-800_963	1	0
TOBG-MED-800_964	9	0
TOBG-MED-800_965	29	5
TOBG-MED-800_966	7	0
TOBG-MED-800_967	14	0
TOBG-MED-800_968	4	1
TOBG-MED-800_969	4	12
TOBG-MED-800_97	2	0
TOBG-MED-800_970	1	0
TOBG-MED-800_972	11.314	2
TOBG-MED-800_973	6	0
TOBG-MED-800_974	14	0
TOBG-MED-800_975	2	0
TOBG-MED-800_976	7	0
TOBG-MED-800_977	7	0
TOBG-MED-800_978	7	0
TOBG-MED-800_979	5	0
TOBG-MED-800_98	17	14
TOBG-MED-800_980	5.992	0
TOBG-MED-800_981	3	0
TOBG-MED-800_982	13	4
TOBG-MED-800_983	11	0
TOBG-MED-800_984	9	0
TOBG-MED-800_985	14	0
TOBG-MED-800_986	2	11
TOBG-MED-800_987	9	0
TOBG-MED-800_988	4	0
TOBG-MED-800_989	2	5
TOBG-MED-800_99	15	0
TOBG-MED-800_990	12	14
TOBG-MED-800_991	4	6
TOBG-MED-800_992	11	0
TOBG-MED-800_993	3	0
TOBG-MED-800_994	9	0
TOBG-MED-800_995	8	0
TOBG-MED-800_997	4	0
TOBG-MED-800_998	8	3
TOBG-MED-800_999	27	5
TOBG-MED-804_1	12	0
TOBG-MED-804_10	3	0
TOBG-MED-804_100	3	0
TOBG-MED-804_1000	3	0
TOBG-MED-804_1001	14	8
TOBG-MED-804_1002	1	0
TOBG-MED-804_1004	1	0
TOBG-MED-804_1005	8	0
TOBG-MED-804_1007	3	0
TOBG-MED-804_1008	3	0
TOBG-MED-804_1009	2	5
TOBG-MED-804_101	3	0
TOBG-MED-804_1010	2	0
TOBG-MED-804_1013	3	3
TOBG-MED-804_1014	2	0
TOBG-MED-804_1015	3	7
TOBG-MED-804_1016	6	0
TOBG-MED-804_1018	3	0
TOBG-MED-804_1019	4	0
TOBG-MED-804_1020	2	6
TOBG-MED-804_1022	1	0
TOBG-MED-804_1029	1	0
TOBG-MED-804_1030	2	0
TOBG-MED-804_1031	3	0
TOBG-MED-804_1032	3	0
TOBG-MED-804_1033	3	0
TOBG-MED-804_1034	1	0
TOBG-MED-804_1035	3	0
TOBG-MED-804_1036	1	0
TOBG-MED-804_1037	2	0
TOBG-MED-804_1039	4	0
TOBG-MED-804_104	5	0
TOBG-MED-804_1040	1	0
TOBG-MED-804_1041	8	0
TOBG-MED-804_1042	7	0
TOBG-MED-804_1043	1	0
TOBG-MED-804_1044	3	0
TOBG-MED-804_1045	2	0
TOBG-MED-804_1046	1	0
TOBG-MED-804_1047	1	0
TOBG-MED-804_1048	2	0
TOBG-MED-804_1049	2	0
TOBG-MED-804_105	1	0
TOBG-MED-804_1050	4	0
TOBG-MED-804_1051	3	1
TOBG-MED-804_1052	2	0
TOBG-MED-804_1053	5	0
TOBG-MED-804_1055	7	7
TOBG-MED-804_1056	11	0
TOBG-MED-804_1058	1	0
TOBG-MED-804_1059	5	8
TOBG-MED-804_106	3	0
TOBG-MED-804_1060	1	0
TOBG-MED-804_1061	5	0
TOBG-MED-804_1062	5	0
TOBG-MED-804_1063	3	4
TOBG-MED-804_1065	2	0
TOBG-MED-804_1066	1	0
TOBG-MED-804_1067	1	0
TOBG-MED-804_1068	8	0
TOBG-MED-804_1069	33	3
TOBG-MED-804_107	3	0
TOBG-MED-804_1070	15	0
TOBG-MED-804_1071	1	0
TOBG-MED-804_1072	12	0
TOBG-MED-804_1073	10	0
TOBG-MED-804_1074	16	1
TOBG-MED-804_1075	4	0
TOBG-MED-804_1077	3	0
TOBG-MED-804_1078	3	0
TOBG-MED-804_1079	1	0
TOBG-MED-804_108	1	0
TOBG-MED-804_1080	6	0
TOBG-MED-804_1081	1	0
TOBG-MED-804_1082	5.995	0
TOBG-MED-804_1083	3	0
TOBG-MED-804_1085	2	0
TOBG-MED-804_1086	8	0
TOBG-MED-804_1089	3	0
TOBG-MED-804_109	1	0
TOBG-MED-804_1090	4	0
TOBG-MED-804_1091	1	0
TOBG-MED-804_1092	2	0
TOBG-MED-804_1093	13	19
TOBG-MED-804_1094	2	0
TOBG-MED-804_1096	2	0
TOBG-MED-804_1097	1	0
TOBG-MED-804_1098	9	42
TOBG-MED-804_1099	2	37
TOBG-MED-804_110	1	0
TOBG-MED-804_1100	2	8
TOBG-MED-804_1101	3	0
TOBG-MED-804_1102	3	0
TOBG-MED-804_1103	2	0
TOBG-MED-804_1104	6	0
TOBG-MED-804_1105	13.002	0
TOBG-MED-804_1106	11	0
TOBG-MED-804_1107	2	0
TOBG-MED-804_1108	1	0
TOBG-MED-804_1109	5	0
TOBG-MED-804_1113	1	0
TOBG-MED-804_1114	9	0
TOBG-MED-804_1116	2	0
TOBG-MED-804_1118	1	0
TOBG-MED-804_1119	4	0
TOBG-MED-804_112	1	2
TOBG-MED-804_1120	3	0
TOBG-MED-804_1121	7	0
TOBG-MED-804_1122	1	2
TOBG-MED-804_1123	9	0
TOBG-MED-804_1124	11.062	12
TOBG-MED-804_1125	10	9
TOBG-MED-804_1126	18	28
TOBG-MED-804_1127	10	4
TOBG-MED-804_1128	9	0
TOBG-MED-804_1129	9	6
TOBG-MED-804_113	2	0
TOBG-MED-804_1130	42	20
TOBG-MED-804_1131	21	14
TOBG-MED-804_1132	1	0
TOBG-MED-804_1133	1	0
TOBG-MED-804_1134	2	0
TOBG-MED-804_1136	7	0
TOBG-MED-804_1139	7	0
TOBG-MED-804_1140	3	0
TOBG-MED-804_1141	4	0
TOBG-MED-804_1142	17	0
TOBG-MED-804_1144	8	0
TOBG-MED-804_1145	1	0
TOBG-MED-804_1146	4	0
TOBG-MED-804_1149	6	0
TOBG-MED-804_115	6	0
TOBG-MED-804_1150	3	0
TOBG-MED-804_1151	2	0
TOBG-MED-804_1152	1	0
TOBG-MED-804_1153	3	0
TOBG-MED-804_1154	2	0
TOBG-MED-804_1155	1	0
TOBG-MED-804_1156	3	0
TOBG-MED-804_1157	8	1
TOBG-MED-804_1158	5	0
TOBG-MED-804_1159	6	0
TOBG-MED-804_116	3	0
TOBG-MED-804_1160	6	0
TOBG-MED-804_117	8	0
TOBG-MED-804_118	1	0
TOBG-MED-804_12	1	0
TOBG-MED-804_120	2	0
TOBG-MED-804_121	12	0
TOBG-MED-804_122	2	0
TOBG-MED-804_123	21	0
TOBG-MED-804_125	14	0
TOBG-MED-804_126	1	0
TOBG-MED-804_129	2	0
TOBG-MED-804_13	2	7
TOBG-MED-804_130	2	0
TOBG-MED-804_131	16	59
TOBG-MED-804_132	2	0
TOBG-MED-804_133	8	0
TOBG-MED-804_135	16	0
TOBG-MED-804_136	8	6
TOBG-MED-804_139	7	0
TOBG-MED-804_14	1	0
TOBG-MED-804_140	4	0
TOBG-MED-804_141	2	0
TOBG-MED-804_142	6	0
TOBG-MED-804_143	5	0
TOBG-MED-804_144	17	0
TOBG-MED-804_145	2	0
TOBG-MED-804_146	3	0
TOBG-MED-804_147	3	0
TOBG-MED-804_149	4	0
TOBG-MED-804_15	2	0
TOBG-MED-804_150	3	0
TOBG-MED-804_151	8	0
TOBG-MED-804_155	15	25
TOBG-MED-804_156	1	0
TOBG-MED-804_157	5	0
TOBG-MED-804_159	1	0
TOBG-MED-804_16	3	0
TOBG-MED-804_160	7	6
TOBG-MED-804_161	1	0
TOBG-MED-804_162	1	0
TOBG-MED-804_163	2	0
TOBG-MED-804_164	1	2
TOBG-MED-804_165	3	0
TOBG-MED-804_166	1	0
TOBG-MED-804_168	2	0
TOBG-MED-804_169	6	0
TOBG-MED-804_17	1	0
TOBG-MED-804_170	2	0
TOBG-MED-804_171	4	0
TOBG-MED-804_172	1	0
TOBG-MED-804_174	5	0
TOBG-MED-804_175	17	8
TOBG-MED-804_176	7	0
TOBG-MED-804_179	4	0
TOBG-MED-804_180	9	0
TOBG-MED-804_182	2	0
TOBG-MED-804_183	1	0
TOBG-MED-804_184	2	0
TOBG-MED-804_185	15.78	20
TOBG-MED-804_186	1	0
TOBG-MED-804_187	1	0
TOBG-MED-804_188	14	0
TOBG-MED-804_189	1	0
TOBG-MED-804_19	1	0
TOBG-MED-804_191	6	0
TOBG-MED-804_192	7	0
TOBG-MED-804_194	2	0
TOBG-MED-804_197	1	7
TOBG-MED-804_198	4	0
TOBG-MED-804_199	16.999	0
TOBG-MED-804_2	25	0
TOBG-MED-804_200	3	0
TOBG-MED-804_201	4	0
TOBG-MED-804_203	2	0
TOBG-MED-804_204	3	0
TOBG-MED-804_205	3	0
TOBG-MED-804_206	4	0
TOBG-MED-804_207	4	0
TOBG-MED-804_208	9	0
TOBG-MED-804_21	4	0
TOBG-MED-804_210	4	8
TOBG-MED-804_211	4	0
TOBG-MED-804_212	5	0
TOBG-MED-804_213	6	0
TOBG-MED-804_214	6	0
TOBG-MED-804_215	7	0
TOBG-MED-804_216	2	0
TOBG-MED-804_217	11	0
TOBG-MED-804_218	2	0
TOBG-MED-804_219	2	0
TOBG-MED-804_22	1	0
TOBG-MED-804_220	3	0
TOBG-MED-804_221	2	0
TOBG-MED-804_222	2	0
TOBG-MED-804_223	3	0
TOBG-MED-804_224	3	0
TOBG-MED-804_225	3	0
TOBG-MED-804_226	4	0
TOBG-MED-804_227	6	0
TOBG-MED-804_228	3	0
TOBG-MED-804_229	5	0
TOBG-MED-804_23	1	3
TOBG-MED-804_230	11	0
TOBG-MED-804_231	3	0
TOBG-MED-804_232	6	0
TOBG-MED-804_233	2	0
TOBG-MED-804_234	4	0
TOBG-MED-804_235	6	0
TOBG-MED-804_236	6	0
TOBG-MED-804_237	1	0
TOBG-MED-804_238	4	0
TOBG-MED-804_239	5	0
TOBG-MED-804_24	2	0
TOBG-MED-804_240	1	0
TOBG-MED-804_241	2	0
TOBG-MED-804_242	1	0
TOBG-MED-804_243	9	0
TOBG-MED-804_244	6	0
TOBG-MED-804_245	4	0
TOBG-MED-804_246	8	0
TOBG-MED-804_247	7	0
TOBG-MED-804_248	2	0
TOBG-MED-804_249	12	0
TOBG-MED-804_25	1	0
TOBG-MED-804_250	6	0
TOBG-MED-804_251	1	0
TOBG-MED-804_252	4	0
TOBG-MED-804_253	3	0
TOBG-MED-804_255	2	0
TOBG-MED-804_256	7	0
TOBG-MED-804_257	2	0
TOBG-MED-804_258	5	0
TOBG-MED-804_259	1	0
TOBG-MED-804_26	5	0
TOBG-MED-804_260	4	0
TOBG-MED-804_261	8	0
TOBG-MED-804_262	5	0
TOBG-MED-804_264	18	0
TOBG-MED-804_265	3	0
TOBG-MED-804_266	3	0
TOBG-MED-804_267	7	0
TOBG-MED-804_270	1	0
TOBG-MED-804_271	2	0
TOBG-MED-804_272	2	0
TOBG-MED-804_273	1	0
TOBG-MED-804_274	3	0
TOBG-MED-804_275	2	0
TOBG-MED-804_277	4	0
TOBG-MED-804_279	3	1
TOBG-MED-804_28	2	0
TOBG-MED-804_280	4	3
TOBG-MED-804_281	15	0
TOBG-MED-804_282	4	0
TOBG-MED-804_283	4	0
TOBG-MED-804_284	8	0
TOBG-MED-804_285	4	0
TOBG-MED-804_287	4	0
TOBG-MED-804_288	1	0
TOBG-MED-804_289	29	2
TOBG-MED-804_29	3	0
TOBG-MED-804_290	4	2
TOBG-MED-804_291	16	0
TOBG-MED-804_292	29	7
TOBG-MED-804_293	5	0
TOBG-MED-804_294	13	0
TOBG-MED-804_295	28	0
TOBG-MED-804_296	15	0
TOBG-MED-804_297	11	0
TOBG-MED-804_298	6	0
TOBG-MED-804_299	9	1
TOBG-MED-804_3	33	1
TOBG-MED-804_30	2	0
TOBG-MED-804_300	3	0
TOBG-MED-804_301	1	0
TOBG-MED-804_303	5	0
TOBG-MED-804_305	10	0
TOBG-MED-804_306	1	0
TOBG-MED-804_307	2	0
TOBG-MED-804_308	6	5
TOBG-MED-804_309	5	0
TOBG-MED-804_310	6	0
TOBG-MED-804_311	6	0
TOBG-MED-804_312	2	0
TOBG-MED-804_313	5	0
TOBG-MED-804_317	1	0
TOBG-MED-804_318	1	0
TOBG-MED-804_319	48.606	9
TOBG-MED-804_32	4	0
TOBG-MED-804_320	1	0
TOBG-MED-804_321	33	6
TOBG-MED-804_322	48	8
TOBG-MED-804_323	22	35
TOBG-MED-804_324	3	0
TOBG-MED-804_325	5	2
TOBG-MED-804_326	11	6
TOBG-MED-804_327	11	36
TOBG-MED-804_328	23	20
TOBG-MED-804_329	1	0
TOBG-MED-804_33	6	8
TOBG-MED-804_331	1	0
TOBG-MED-804_334	1	0
TOBG-MED-804_335	2	0
TOBG-MED-804_337	1	0
TOBG-MED-804_34	1	0
TOBG-MED-804_342	1	0
TOBG-MED-804_343	12	12
TOBG-MED-804_344	29	95
TOBG-MED-804_345	14	82
TOBG-MED-804_346	17	73
TOBG-MED-804_347	2	0
TOBG-MED-804_348	1	0
TOBG-MED-804_349	1	0
TOBG-MED-804_35	16	0
TOBG-MED-804_351	1	0
TOBG-MED-804_352	1	0
TOBG-MED-804_353	15	0
TOBG-MED-804_354	12	0
TOBG-MED-804_357	30	2
TOBG-MED-804_358	2	0
TOBG-MED-804_359	1	0
TOBG-MED-804_36	3	11
TOBG-MED-804_360	10	0
TOBG-MED-804_361	4	0
TOBG-MED-804_362	2	34
TOBG-MED-804_363	15	15
TOBG-MED-804_364	2	0
TOBG-MED-804_365	3	0
TOBG-MED-804_366	8	0
TOBG-MED-804_367	3	0
TOBG-MED-804_37	6	0
TOBG-MED-804_373	7	3
TOBG-MED-804_375	1	0
TOBG-MED-804_376	10	0
TOBG-MED-804_377	3	0
TOBG-MED-804_378	25	7
TOBG-MED-804_379	20	0
TOBG-MED-804_38	11	0
TOBG-MED-804_380	15	15
TOBG-MED-804_381	9	0
TOBG-MED-804_382	2	0
TOBG-MED-804_383	8	5
TOBG-MED-804_384	1	0
TOBG-MED-804_385	2	0
TOBG-MED-804_386	1	0
TOBG-MED-804_387	1	0
TOBG-MED-804_389	2	0
TOBG-MED-804_390	9	0
TOBG-MED-804_391	130.792	70
TOBG-MED-804_392	3	0
TOBG-MED-804_393	3	0
TOBG-MED-804_394	4	0
TOBG-MED-804_396	11	7
TOBG-MED-804_397	1	0
TOBG-MED-804_398	3	0
TOBG-MED-804_399	2	0
TOBG-MED-804_4	36	6
TOBG-MED-804_40	4	0
TOBG-MED-804_401	4	0
TOBG-MED-804_403	8	0
TOBG-MED-804_404	9	0
TOBG-MED-804_405	1	9
TOBG-MED-804_406	6.005	0
TOBG-MED-804_407	3	2
TOBG-MED-804_408	2	0
TOBG-MED-804_409	1	0
TOBG-MED-804_41	3	0
TOBG-MED-804_410	15	38
TOBG-MED-804_412	2	0
TOBG-MED-804_413	1	1
TOBG-MED-804_414	2	0
TOBG-MED-804_416	4	0
TOBG-MED-804_417	1	0
TOBG-MED-804_418	2	0
TOBG-MED-804_419	5	0
TOBG-MED-804_42	1	0
TOBG-MED-804_420	5	0
TOBG-MED-804_421	1	0
TOBG-MED-804_422	8	0
TOBG-MED-804_423	1	0
TOBG-MED-804_424	4	0
TOBG-MED-804_427	2	0
TOBG-MED-804_428	4	0
TOBG-MED-804_429	1	0
TOBG-MED-804_43	1	0
TOBG-MED-804_431	1	0
TOBG-MED-804_433	1	0
TOBG-MED-804_434	1	0
TOBG-MED-804_436	4	0
TOBG-MED-804_437	1	0
TOBG-MED-804_438	2	0
TOBG-MED-804_439	4	0
TOBG-MED-804_44	1	0
TOBG-MED-804_440	4	0
TOBG-MED-804_441	3	0
TOBG-MED-804_442	1	0
TOBG-MED-804_443	1	0
TOBG-MED-804_445	1	0
TOBG-MED-804_446	1	0
TOBG-MED-804_447	4	0
TOBG-MED-804_448	2	0
TOBG-MED-804_45	1	0
TOBG-MED-804_450	4	0
TOBG-MED-804_451	4	0
TOBG-MED-804_452	6	0
TOBG-MED-804_453	2	3
TOBG-MED-804_454	3	0
TOBG-MED-804_455	2	0
TOBG-MED-804_456	1	0
TOBG-MED-804_457	2	0
TOBG-MED-804_458	4	0
TOBG-MED-804_459	2	0
TOBG-MED-804_460	2	0
TOBG-MED-804_461	1	0
TOBG-MED-804_462	2	0
TOBG-MED-804_463	4	0
TOBG-MED-804_464	4	0
TOBG-MED-804_466	6	0
